Key,Type,Desc,English,Chinese (Simplified),French,German,Italian,Polish,Russian,Spanish,UI_Tester
PX_ACHERON_DISSECTION_RESEARCHDEF_COMPLETE,Text,,"Summary: The most surprising fact arising out of the autopsy is that the Acheron is genetically mostly human, much closer to us than any other Pandoran species so far encountered. This is astounding, given that the only noticeable resemblance to our species is the atrophied human body suspended from the creature's oversized limbs and carapace. 

Genetic origins: 70% homosapiens.

Function: intelligence remains undetermined. It's speculated that its goal is to spread the Third Mist Pandoravirus strain throughout the world.

Offensive mutations: strong dispersal glands located on the creature's husk allow it to disperse biochemical droplets in a large area. Additionally the creature can squirt concentrated liquid through organs in its hands.

Mobility: the creature is fast and has the ability to jump at great distances.

Weakness: the creature has been observed to adapt to any type of damage once dealt. It is recommended that attacks of various nature are used on it simultaneously before it can adjust.",,"Résumé post-recherche : Le fait le plus surprenant découlant de l'autopsie est que l'Achéron est génétiquement majoritairement humain, bien plus proche de nous que toute autre espèce pandorienne rencontrée jusqu'à présent. C'est stupéfiant, étant donné que la seule ressemblance notable avec notre espèce est le corps humain atrophié suspendu aux membres et à la carapace surdimensionnés de la créature.

Origines génétiques : 70% homosapiens

Fonction : l'intelligence reste indéterminée. On suppose que son but est de répandre la souche du pandoravirus de la Troisième Brume dans le monde entier.

Mutations offensives : de puissantes glandes de dispersion situées sur l'enveloppe de la créature lui permettent de disperser des gouttelettes biochimiques dans une large zone. De plus, la créature peut projeter un liquide concentré à travers les organes de ses mains.

Mobilité : la créature est rapide et a la capacité de sauter à de grandes distances.

Faiblesse : il a été observé que la créature s'adapte à tous les types de dégâts une fois qu'ils sont infligés. Il est recommandé d'utiliser simultanément des attaques de nature différente avant qu'elle puisse s'adapter.",,,,,,
PX_ACHERON_DISSECTION_RESEARCHDEF_NAME,Text,,Acheron Autopsy,,Autopsie d'Achéron,,,,,,
PX_ACHERON_DISSECTION_RESEARCHDEF_UNLOCK,Text,,"Specimen: ACHERON
Acherons are large sized creatures that focus more on affecting living creatures in a specific area than attacking directly. They are the only known Pandoran capable of spreading the new strain of Pandoravirus that is slowly driving the remnants of humanity insane.",,"Spécimen : ACHERON
Les Acherons sont des créatures de grande taille qui se concentrent davantage sur les effets sur les créatures vivantes dans une zone spécifique que sur les attaques directes. Ils sont les seuls Pandoriens connus capables de propager la nouvelle souche de Pandoravirus qui rend lentement fous les restes de l'humanité.",,,,,,
PX_ALIEN_LIVEACHERON_RESEARCHDEF_BENEFITS,Text,,Damage inflicted on Acherons is increased by 10%.,,Les dégâts infligés aux Achérons sont augmentés de 10%.,,,,,,
PX_ALIEN_LIVEACHERON_RESEARCHDEF_COMPLETE,Text,,"Summary: The creature produces and disperses biochemicals that stimulate diverse reactions in the exposed subjects; these stimulants seem to act as ""keys"" that ""unlock"" pre-existing potentialities in the subjects. The almost supernatural powers that the Acherons manifest in the field must result from their ability to somehow harness the Oneiric Delirium, and we suspect that they are a clue to gaining a further understanding of this phenomenon. Could it be that the Oneiric Delirium is not the result of an infection, but rather of some sort of signal?
 
Language: The specimen appears to retain some understanding of human speech, but is unable or unwilling to speak. Careful experimentation has shown that communications with other Pandorans take place via release of pheromones, which appear to convey instructions and information with uncanny precision. 

Countermeasures: tests have concluded that the Acheron becomes resistant to any type of weapon after receiving damage from it. The good news is that the creature's resistance doesn't improve further after that.",,"Résumé : La créature produit et disperse des produits biochimiques qui stimulent diverses réactions chez les sujets exposés ; ces stimulants semblent agir comme des « clés » qui « débloquent » des potentialités préexistantes chez les sujets. Les pouvoirs presque surnaturels que les Achérons manifestent sur le terrain doivent résulter de leur capacité à exploiter d'une manière ou d'une autre le délirium onirique, et nous soupçonnons qu'ils constituent un indice pour mieux comprendre ce phénomène. Se pourrait-il que le délirium onirique ne soit pas le résultat d’une infection, mais plutôt d’une sorte de signal ?

Le langage : Le spécimen semble avoir une certaine compréhension du langage humain, mais il ne peut ou ne veut pas parler. Des expériences minutieuses ont montré que la communication avec les autres Pandoriens se fait par la libération de phéromones, qui semblent transmettre des instructions et des informations avec une précision étonnante.

Contre-mesures : des tests ont conclu que l'Achéron devient résistant à tout type d'arme après avoir reçu des dégâts de celle-ci. La bonne nouvelle est que la résistance de la créature ne s'améliore plus par la suite.",,,,,,
PX_ALIEN_LIVEACHERON_RESEARCHDEF_NAME,Text,,Acheron Vivisection,,Vivisection de l'Achéron,,,,,,
PX_ALIEN_LIVEACHERON_RESEARCHDEF_REVEAL,Text,,An Acheron specimen is required for the research to take place.,,Un spécimen d'Achéron est nécessaire pour que la recherche puisse avoir lieu.,,,,,,
PX_ALIEN_LIVEACHERON_RESEARCHDEF_SHORT,Text,,Capture 1 Acheron,,Capturer 1 Achéron,,,,,,
PX_ALIEN_LIVEACHERON_RESEARCHDEF_UNLOCK,Text,,"The specimen is the only known Pandoran that can alter on the spot its own biochemistry and that of others, humans and Pandorans alike, sometimes even when they appear fully deceased, to aid its allies and hinder its enemies. ",,"Le spécimen est le seul Pandorien connu capable de modifier sur place sa propre biochimie et celle des autres, humains et Pandoriens, parfois même lorsqu'ils semblent complètement décédés, pour aider ses alliés et gêner ses ennemis.",,,,,,
PX_CORRUPTION_RESEARCHDEF_BENEFITS,Text,need change,Corruption Sample Mission available,,Exemple de mission de corruption disponible,,,,,,
PX_CORRUPTION_RESEARCHDEF_COMPLETE,Text,need change,"Thanks to the Phoenix Initiative's processing power, a solution to treat the Corruption has been found. Testing on living specimens has confirmed that genetically enhanced mutagens could be used to treat anyone infected by this dangerous pandoravirus strain. While all medical facilities have been equipped with the necessary equipment, the treatment is highly individual and requires a fresh supply of mutagens. Finding a permanent cure would require access to an original sample of the new Pandoravirus strain.",,"Grâce à la puissance de traitement de l'Initiative Phoenix, une solution pour traiter la Corruption a été trouvée. Les tests effectués sur des spécimens vivants ont confirmé que des mutagènes génétiquement améliorés pouvaient être utilisés pour traiter toute personne infectée par cette dangereuse souche de pandoravirus. Bien que toutes les installations médicales aient été équipées du matériel nécessaire, le traitement est très individuel et nécessite un nouvel approvisionnement en mutagènes. Pour trouver un remède permanent, il faudrait avoir accès à un échantillon original de la nouvelle souche de pandoravirus.",,,,,,
PX_CORRUPTION_RESEARCHDEF_NAME,Text,need change,Corruption Research,,Recherche sur la corruption,,,,,,
PX_CORRUPTION_RESEARCHDEF_UNLOCK,Text,need change,Finding a way to treat the new strain of Pandoravirus could be vital for the survival of humanity. With luck a permanent cure could also be discovered.,,"Trouver un moyen de traiter la nouvelle souche du Pandoravirus pourrait être vital pour la survie de l’humanité. Avec un peu de chance, un remède permanent pourrait également être découvert.",,,,,,
PX_HEAL_GRENADE_RESEARCHDEF_BENEFITS,Text,,VIta Grenades available for production,,Grenades Vita disponibles pour la production,,,,,,
PX_HEAL_GRENADE_RESEARCHDEF_COMPLETE,Text,,"After dozens of attempts we have finally discovered a way to make the Acheron spray useful in grenade form. Compact and efficient, the Vita grenade has the power to close minor wounds of all organic beings in a radius of several meters.",,"Après des dizaines de tentatives, nous avons enfin découvert un moyen de rendre le spray d'Achéron utilisable sous forme de grenade. Compacte et efficace, la grenade Vita a le pouvoir de refermer les blessures mineures de tous les êtres organiques dans un rayon de plusieurs mètres.",,,,,,
PX_HEAL_GRENADE_RESEARCHDEF_NAME,Text,,Vita Grenade,,Grenade Vita,,,,,,
PX_HEAL_GRENADE_RESEARCHDEF_UNLOCK,Text,,Discoveries made during the Acheron autopsy have allowed us to make a theoretical model of a grenade with the ability to heal soldiers at a distance. Making a prototype of this is a key priority!,,Les découvertes faites lors de l'autopsie de l'Achéron nous ont permis de réaliser un modèle théorique de grenade ayant la capacité de soigner les soldats à distance. La fabrication d'un prototype de cette grenade est une priorité absolue !,,,,,,
PX_MUTOID_RESEARCHDEF_BENEFITS,Text,,Mutoid production available,,Production mutoïde disponible,,,,,,
PX_MUTOID_RESEARCHDEF_COMPLETE,Text,,"***Classified. Access restricted*** —- *** QKD verification in progress...*** — ***Granted***

Just as speculated, it has proven possible to create ""super-soldiers"" using mutagens and the RDNA techniques developed by Barnabas in his research into the Oneiric Delirium treatment. We call them “Mutoids”. The newly created Mutoid soldiers are immune to the effects of the Oneiric Delirium and are capable of learning all human skills, and many of the Pandorans' as well (provided DNA samples are available). We have purposefully “advertised” that Mutoids are created entirely from Mutagens, but unfortunately the process does require a humanoid specimen with certain (though not uncommon) genetic markers. 

////

I am surprised. Of course I saw the possibilities myself but I thought this avenue of research crossed boundaries that should not be crossed. Perhaps I was wrong and it is time I addressed the biases that come with being a member of my species. Thanks to you I am beginning to appreciate that the pursuit of greater good sometimes requires sacrificing personal morals.  

-B

PD: Please accept my apologies for the liberties taken with your security protocols",,"***Classifié. Accès restreint*** —- *** Vérification QKD en cours...*** — ***Accordé***

Comme prévu, il s'est avéré possible de créer des ""super-soldats"" en utilisant des mutagènes et les techniques RDNA développées par Barnabas dans ses recherches sur le traitement du Délirium onirique. On les appelle les ""mutoïdes"". Les soldats mutoïdes nouvellement créés sont immunisés contre les effets du Délirium onirique et sont capables d'apprendre toutes les compétences humaines, ainsi que de nombreuses compétences des Pandoriens (à condition que des échantillons d'ADN soient disponibles). Nous avons volontairement ""annoncé"" que les mutoïdes sont créés entièrement à partir de mutagènes, mais malheureusement le processus nécessite un spécimen humanoïde avec certains marqueurs génétiques (bien que assez commun). La procédure efface complètement tous les souvenirs et les traits de personnalité. Nous pouvons facilement nous procurer des sujets appropriés en nombre suffisant dans des refuges amis.

////

Je suis surpris. Bien sûr, j’ai moi-même vu les possibilités, mais je pensais que cette voie de recherche traversait des limites qui ne devraient pas être franchies. J'avais peut-être tort et il est temps que je m'attaque aux préjugés qui accompagnent le fait d'être membre de mon espèce. Grâce à vous, je commence à comprendre que la poursuite d’un plus grand bien nécessite parfois de sacrifier la morale personnelle.

-B

PD : Veuillez accepter mes excuses pour les libertés prises avec vos protocoles de sécurité.",,,,,,
PX_MUTOID_RESEARCHDEF_NAME,Text,,Mutoid Genetics,,Génétique Mutoïde,,,,,,
PX_MUTOID_RESEARCHDEF_UNLOCK,Text,,"Data found in the old Firebird Initiative lab points to an interesting application of the research pursued by Barnabas into the use of RDNA viruses and mutagens. We believe that it should be relatively easy to use these techniques to radically alter a human to turn it into a ""super-soldier"". It should be mentioned that not all of us are comfortable with pursuing this research.",,"Les données trouvées dans l'ancien laboratoire de l'Initiative Phoenix indiquent une application intéressante des recherches poursuivies par Barnabas sur l'utilisation des virus RDNA et des mutagènes. Nous pensons qu'il devrait être relativement facile d'utiliser ces techniques pour modifier radicalement un humain et le transformer en ""super-soldat"". Il convient de mentionner que nous ne sommes pas tous à l'aise avec la poursuite de ces recherches.",,,,,,
PX_ORIGINAL_ACHERON_RESEARCHDEF_BENEFITS,Text,,Corruption Sample Mission available,,Mission Echantillon de Corruption disponible,,,,,,
PX_ORIGINAL_ACHERON_RESEARCHDEF_COMPLETE,Text,,"By applying different stimulations to Specimen 2, we have “taught” it to release zeta-blockers in aerosol or cloud form which, when a human is exposed to it, dim the excitations of the amygdala associated with Oneiric Delirium incidents. However, the procedure is largely impractical (requiring the afflicted to be unarmored and in close proximity to the Acheron) and not entirely effective. Fortunately, the study of the chemical process taking place in the Acheron has allowed us to synthesize an easily administrable and highly effective biochemical compound.     

While all medical facilities have been equipped with the necessary equipment, the treatment is highly individual and requires a fresh supply of mutagens. 

In addition, our experiments have revealed that the Specimen 2, under the right stimulation, is capable of producing other biochemical compounds that may be of use in the battlefield. We recommend allocating additional resources to this research.",,"En appliquant différentes stimulations au spécimen 2, nous lui avons ""appris"" à libérer des zêta-bloquants sous forme d'aérosol ou de nuage qui, lorsqu'un humain y est exposé, atténuent les excitations de l'amygdale associées aux incidents de Délirium onirique. Cependant, la procédure est très peu pratique (elle exige que la personne touchée ne soit pas armée et se trouve à proximité de l'Achéron) et n'est pas entièrement efficace. Heureusement, l'étude du processus chimique qui se déroule dans l'Achéron nous a permis de synthétiser un composé biochimique facilement administrable et très efficace.

Bien que toutes les installations médicales aient été équipées du matériel nécessaire, le traitement est très individuel et nécessite un approvisionnement  en mutagènes frais.

De plus, nos expériences ont révélé que le spécimen 2, sous une stimulation appropriée, est capable de produire d'autres composés biochimiques qui pourraient être utiles sur le champ de bataille. Nous recommandons d'allouer des ressources supplémentaires à cette recherche.",,,,,,
PX_ORIGINAL_ACHERON_RESEARCHDEF_NAME,Text,,Specimen 2,,Spécimen 2,,,,,,
PX_ORIGINAL_ACHERON_RESEARCHDEF_UNLOCK,Text,,"We have captured Specimen 2, the Acheron infected with the RDNA virus that holds the key to creating a treatment for the Oneiric Delirium.",,"Nous avons capturé le spécimen 2, l'Achéron infecté par le virus RDNA qui détient la clé pour créer un traitement contre le délirium onirique.",,,,,,
PX_MUTAGENHARVESTING_RESEARCHDEF_COMPLETE_TFTV,Text,,"We discovered that certain tissue samples retain the ability to mutate. The discovery was made when a test subject accidentally had a mutated sample injected into them. The error was discovered too late, but scientists observed the results and found that Pandorans have a set of cells, derived from the original Pandoravirus infection, that have unique properties. We call these mutagens. They were the same cells the Disciples of Anu use in rituals to “evolve closer to the Exalted.” Since the discovery, the process has been refined, allowing a creature’s mutagens to be continually harvested, as long as it remains alive.",,"Nous avons découvert que certains échantillons de tissus conservent la capacité de muter. La découverte a été faite lorsqu’un sujet de test s’est accidentellement vu injecter un échantillon muté. L'erreur a été découverte trop tard, mais les scientifiques ont observé les résultats et ont découvert que les Pandoriens possèdent un ensemble de cellules, dérivées de l'infection initiale par le Pandoravirus, qui possèdent des propriétés uniques. Nous appelons cela des mutagènes. Il s’agissait des mêmes cellules que les Disciples d’Anu utilisaient dans leurs rituels pour « se rapprocher des Exaltés ». Depuis cette découverte, le processus a été affiné, permettant de récolter continuellement les mutagènes d’une créature, tant qu’elle reste en vie.",,,,,,
PX_MUTAGENHARVESTING_RESEARCHDEF_UNLOCK_TFTV,Text,,"<i>""Now I understand why they were keeping those worms around...""</i> - Alistair Ashby

A method for extracting mutagens from captured Pandorans is being devised. The process is still in its infancy, but should it be successful it would provide us with a virtually endless source of mutagens.",,"<i>""Maintenant, je comprends pourquoi ils gardaient ces vers...""</i> - Alistair Ashby

Une méthode permettant d'extraire les mutagènes des Pandorans capturés est en cours de conception. Le processus en est encore à ses balbutiements, mais s’il réussissait, il nous fournirait une source pratiquement inépuisable de mutagènes.",,,,,,
PX_FOODHAVRESTING_RESEARCHDEF_BENEFITS_TFTV,Text,,Captured Pandorans can now be rendered for food processing at our Food Production facilities.,,Les Pandoriens capturés peuvent désormais être transformés en aliments dans nos installations de production alimentaire.,,,,,,
TFTV_MUTATIONTECH_RESEARCHDEF_COMPLETE_W_HARVESTING,Text,,"<i>“Those that partake of the Waters of Life say that, as their dreams become more vivid, their waking life becomes more dreamlike, until they know not when they are asleep and when they are awake. And always they feel more capable of incredible feats of arms, and of vanquishing their enemies. I’m exhilarated by their confidence, yet I also fear their brutality.”</i>

- Neophyte Ryodik, Disciples of Anu 

<i>""Now I understand why they were keeping those worms around...""</i> 

- Alistair Ashby

The Disciples of Anu use genetic material derived from Pandorans in their rituals to “evolve closer to the Exalted”; in essence, a process of controlled mutation. We have learned both how to extract mutagens from Pandorans and to replicate some of their mutation techniques, naturally without all the superfluous elements of liturgy. We can synthesize a limited amount of mutagens in each of our mutation labs, but to scale the production we need live Pandoran subjects in captivity.",,"<i>«Ceux qui participent aux Eaux de Vie disent que, à mesure que leurs rêves deviennent plus vifs, leur vie éveillée devient plus onirique, jusqu'à ce qu'ils ne sachent plus quand ils dorment et quand ils sont éveillés. Et ils se sentent toujours plus capables de faire des faits d’armes incroyables et de vaincre leurs ennemis. Je suis exalté par leur confiance, mais je crains aussi leur brutalité. »</i>

- Néophyte Ryodik, Disciples d'Anu

<i>""Maintenant, je comprends pourquoi ils gardaient ces vers...""</i>

-Alistair Ashby

Les Disciples d'Anu utilisent du matériel génétique dérivé des Pandorans dans leurs rituels pour « se rapprocher des Exaltés » ; essentiellement, un processus de mutation contrôlée. Nous avons appris à la fois à extraire les mutagènes des Pandorans et à reproduire certaines de leurs techniques de mutation, naturellement sans tous les éléments superflus de la liturgie. Nous pouvons synthétiser une quantité limitée de mutagènes dans chacun de nos laboratoires de mutation, mais pour augmenter la production, nous avons besoin de sujets Pandoran vivants en captivité.",,,,,,
KEY_FS_ALN_CORRUPTION_NODE_RESEARCHDEF_NAME,Text,,NODE,,NŒUD,,,,,,
KEY_FS_ALN_CORRUPTION_NODE_RESEARCHDEF_UNLOCK,Text,,A monstrous entity whose anatomy doesn't resemble any Pandoravirus mutation in our database able to take over machines and entire settlements by telepathic attacks.,,"Une entité monstrueuse dont l'anatomie ne ressemble à aucune mutation du Pandoravirus dans notre base de données, capable de prendre le contrôle de machines et de colonies entières par des attaques télépathiques.",,,,,,
KEY_FS_ALN_CORRUPTION_NODE_RESEARCHDEF_COMPLETE,Text,,"Species classification CN-Alpha
A highly evolved form of the Pandoravirus has been reported to attack human settlements by attaching itself to structures and machinery to form a powerful symbiotic connection. Affected havens are completely overtaken by the creature and all of their citizens are kept in a mindless state serving the Pandorans.
Recent reports indicate Nodes are able to establish a similar telepathic connection with AI-operated aircraft and use it to attack other humans. Despite the evidence of high intelligence, no attempt at peaceful contact with the creature has been successful yet.",,"Classification des espèces CN-Alpha
Une forme très évoluée du pandoravirus aurait attaqué les établissements humains en s’attachant aux structures et aux machines pour former une puissante connexion symbiotique. Les refuges affectés sont complètement dépassés par la créature et tous leurs citoyens sont maintenus dans un état d'asservissement, obéissant à la volonté des Pandoriens.
Des rapports récents indiquent que les noeuds sont capables d’établir une connexion télépathique similaire avec des aéronefs exploités par de l’IA et de l’utiliser pour attaquer d’autres humains. Malgré les preuves d’une grande intelligence, aucune tentative de contact pacifique avec la créature n’a encore abouti.",,,,,,
KEY_FS_PX_ALIEN_CORRUPTION_NODE_RESEARCHDEF_COMPLETE,Text,,"Summary: What we have uncovered is deeply troubling. It is certain that the Node is not created through genetic aggregation and manipulation, either via cloning or aggressively mutating a live subject, as are all the other Pandoran species that we have encountered so far. Biologically, it is nothing but a random collection of cells: we are at a loss as to how it is even able to maintain a coherent shape. What we have autopsied is little more than a broken vessel that was previously inhabited by something that left no trace of itself upon leaving it.

We are only left with the esoteric as a plausible explanation: the Node must be a physical manifestation of the Oneiric Delirium; it is quite literally the product of nightmares. We hypothesize that a Pandoran creature with telepathic ability provoked a massive OD event at the haven and that brought the Node into being. We can further hypothesize that this required a substantial amount of biomass and a period of time. Once the Node appeared, it took over the haven and everything and everyone in it at the time: the unfortunate inhabitants were somehow used to invoke the intelligence that subdued them.

Genetic origins: none

Function: unknown

Offensive capabilities: Takes over and controls entire human settlements and technology, including aircraft. We speculate that the creature is somehow harnessing the Oneiric Delirium phenomenon. Should this speculation prove correct, the fact that the creature's control extends to inanimate objects such as terrestrial and aerial vehicles would have tremendous implications for our understanding of this phenomenon.

Defensive capabilities: Spreads viral agents around its body to fend off attackers.

Mobility: Once attached, the body remains completely immobile.

Weakness: It seems to have a one-sided telepathic connection with its victims. Once the body is dead, all mind-control connection with all entities is broken.",,"Résumé : Ce que nous avons découvert est profondément troublant. Il est certain que le Node n'est pas créé par agrégation et manipulation génétique, soit par clonage, soit par mutation agressive d'un sujet vivant, comme le sont toutes les autres espèces pandorannes que nous avons rencontrées jusqu'à présent. Biologiquement, il n'est rien d'autre qu'une collection aléatoire de cellules : nous ne savons pas comment il est capable de maintenir une forme cohérente. Ce que nous avons autopsié n'est guère plus qu'un vaisseau brisé qui était auparavant habité par quelque chose qui n'a laissé aucune trace de lui en le quittant.

Il ne nous reste que l’ésotérique comme explication plausible : le Nœud doit être une manifestation physique du Délirium Onirique ; il est littéralement le produit des cauchemars. Nous supposons qu’une créature pandorane avec une capacité télépathique a provoqué un événement de Délirium Onirique massif au refuge et qui a amené l’existence du Noeud. Nous pouvons également émettre l’hypothèse que cela a nécessité une quantité substantielle de biomasse et du temps. Une fois le Nœud apparu, il a pris le contrôle du refuge et tout ce qui s'y trouvait à l’époque : les malheureux habitants ont été en quelque sorte utilisés pour invoquer l’intelligence qui les a soumis.

Origine génétique : aucune

Fonction : inconnue

Capacités offensives : Prend en charge et contrôle l’ensemble des humains et de la technologie, y compris les aéronefs. Nous supposons que la créature exploite le phénomène du Délirium onirique. Si cette spéculation s’avérait correcte, le fait que le contrôle de la créature s’étende aux objets inanimés tels que les véhicules terrestres et aériens aurait d’énormes implications pour notre compréhension de ce phénomène.

Capacités défensives : Propage des agents viraux autour de son corps pour repousser les attaquants.

Mobilité : Une fois attaché, le corps reste complètement immobile.

Faiblesse : Il semble avoir un lien télépathique unilatéral avec ses victimes. Une fois le corps mort, toute connexion de contrôle mental avec les victimes est brisée.",,,,,,
KEY_FS_PX_ALIEN_CORRUPTION_NODE_RESEARCHDEF_NAME,Text,,Node Autopsy,,Autopsie du Noeud Onirique,,,,,,
KEY_FS_PX_ALIEN_CORRUPTION_NODE_RESEARCHDEF_UNLOCK,Text,,"Specimen: NODE
A species that looks utterly alien, even compared to other highly mutated Pandorans. We must commence study as soon as possible to understand how the infestation occurred.",,"Spécimen : NOEUD ONIRIQUE
Une espèce qui semble totalement étrangère, même comparée à d’autres Pandoriens hautement mutés. Nous devons commencer l’étude le plus tôt possible pour comprendre comment l’infestation s’est produite.",,,,,,
MASKED_MANTICORE_RESEARCHDEF_TFTV,Text,,"""See, I think the Manti was designed in different times, when aircraft needed to be certified for flight and such... Long story short, it has many in-built redundancies to satisfy safety inspectors who have long turned to crab. We can get rid of <i>that</i> stuff and then we will have space to put in <i>other</i> stuff, know what I'm saying? Beats me why you want to cover it in slime, but you're the boss... or the Director... or whatever"".

Ralph ""Wrench"" Mulligan, Phoenix Project
",,"""Voyez-vous, je pense que le Manticore a été conçu à différentes époques, alors que les aéronefs devaient être certifiés pour le vol, etc. Bref, il y a de nombreuses redondances pour satisfaire les inspecteurs de la sécurité qui se sont depuis longtemps transformé en crabe. On peut se débarrasser de <i>ça</i> et on aura de la place pour mettre d’<i>autres</i> trucs, tu vois ce que je veux dire ? Ça m’étonne que tu veuilles le couvrir de bave, mais tu es le patron... ou le directeur... ou peu importe.""

Ralph Wrench Mulligan, Projet Phoenix
",,,,,,
KEY_FS_ALN_SMALL_FLYER_RESEARCHDEF_COMPLETE,Text,,"<i>""A flying stingray bigger than our haven? And did you guys see that before or after you scavenged the marijuana dispensary?""</i>

We are getting unconfirmed reports of dorsoventrally flattened flying creatures, some claiming them to be of improbable size. We will continue to monitor the situation until we can confirm or discard these rumors.
",,"<i>""Une raie pastenague volante plus grosse que notre refuge ? Et vous avez vu ça avant ou après avoir pillé le dispensaire de marijuana ?""</i>

Nous recevons des rapports non confirmés faisant état de créatures volantes aplaties dorsoventralement, certains affirmant qu'elles sont d'une taille improbable. Nous continuerons de surveiller la situation jusqu'à ce que nous puissions confirmer ou infirmer ces rumeurs.",,,,,,
KEY_FS_PX_ESCAPE_PODS_MODULE_RESEARCHDEF_NAME,Text,,Scylla Capture Technology,,Technologie de capture Scylla,,,,,,
KEY_FS_PX_ESCAPE_PODS_MODULE_RESEARCHDEF_REVEAL,Text,,"The Scylla is the most formidable Pandoran creature we have encountered so far. Its massive size, multiple mutations, and high intelligence make it a terrifying adversary and a valuable specimen for study. However, capturing a Scylla alive is no easy task. We need to develop a special capture module that can be attached to our aircraft and used to transport a fully paralyzed Scylla to our base.",,"La Scylla est la créature Pandorienne la plus redoutable que nous ayons rencontrée jusqu'à présent. Sa taille massive, ses multiples mutations et sa grande intelligence en font un adversaire terrifiant et un spécimen précieux à étudier. Cependant, capturer un Scylla vivant n’est pas une tâche facile. Nous devons développer un module de capture spécial qui peut être attaché à notre avion et utilisé pour transporter un Scylla complètement paralysé jusqu'à notre base.",,,,,,
KEY_FS_PX_ESCAPE_PODS_MODULE_RESEARCHDEF_UNLOCK,Text,,"The Scylla is the most formidable Pandoran creature we have encountered so far. Its massive size, multiple mutations, and high intelligence make it a terrifying adversary and a valuable specimen for study. However, capturing a Scylla alive is no easy task. We need to develop a special capture module that can be attached to our aircraft and used to transport a fully paralyzed Scylla to our base.",,"La Scylla est la créature Pandorienne la plus redoutable que nous ayons rencontrée jusqu'à présent. Sa taille massive, ses multiples mutations et sa grande intelligence en font un adversaire terrifiant et un spécimen précieux à étudier. Cependant, capturer un Scylla vivant n’est pas une tâche facile. Nous devons développer un module de capture spécial qui peut être attaché à notre avion et utilisé pour transporter un Scylla complètement paralysé jusqu'à notre base.",,,,,,
KEY_FS_PX_ESCAPE_PODS_MODULE_RESEARCHDEF_COMPLETE,Text,,"This module consists of a large metal cage with advanced life support systems, shock absorbers, and security measures. It can be used to capture and transport a fully paralyzed Scylla to our base for interrogation and analysis. The module can also be used to capture more Pandorans of other kinds, as long as they fit inside the cage and are fully paralyzed. The structure is suspended from an internal passenger module; someone will have to immobilize the monster!",,"Ce module se compose d'une grande cage métallique dotée de systèmes avancés de survie, d'amortisseurs et de mesures de sécurité. Il peut être utilisé pour capturer et transporter un Scylla complètement paralysé jusqu'à notre base pour interrogatoire et analyse. Le module peut également être utilisé pour capturer davantage de Pandoriens d'autres types, à condition qu'ils rentrent dans la cage et soient complètement paralysés. La structure est suspendue à un module passager interne ; quelqu'un devra immobiliser le monstre !",,,,,,
SYN_AIRCRAFT_RESEARCHDEF_UNLOCK,Text,,"Synedrion aircraft are powered by fusion cell technology and, when equipped with a passenger module, can carry a squad of 5. They are optimized for speed over carrying capacity.",,"Les avions Synédrion sont propulsés par la technologie des cellules à fusion et, lorsqu'ils sont équipés d'un module passagers, peuvent transporter une escouade de 5 personnes. Ils sont optimisés pour la vitesse par rapport à la capacité de transport.",,,,,,
SYN_LASERWEAPONS_RESEARCHDEF_COMPLETE,Text,,These weapons are capable of emitting directed bursts of a high-intensity laser that will cause significant damage to living and non-living targets alike with uncanny precision.,,Ces armes sont capables d'émettre des rafales dirigées d'un laser de haute intensité qui causeront des dégâts importants aux cibles vivantes et non vivantes avec une précision étrange.,,,,,,
PX_HAVENRECRUITS_RESEARCHDEF_UNLOCK,Text,,"We need recruits and there is no lack of candidates. However, very few of them fulfill the operational requirements. We should put in place a proper selection process.",,"Nous avons besoin de recrues et les candidats ne manquent pas. Cependant, très peu d’entre eux répondent aux exigences opérationnelles. Nous devrions mettre en place un processus de sélection approprié.",,,,Нам нужны рекруты и нет недостатка в кандидатах. Тем не менее лишь немногие отвечают нашим стандартам. Нам следует разработать подходящие протоколы для отбора.,,
